,,,,,,,,,measured values,,,,NR: not run,,,,,,,CO2SYS CALCULATED VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2022,Juveniles,7B,7,,,27.92,22.49,1,0,0,21.4,1,1964.66,1964.28,7.5598,yes,,21.4,7.412,1775.5,1781.5,1867.7,39.1,57.5,17.9,1,0,0,17.84,0.99,0.63,1826.7,,7.574,1194.6,1198.6,1826.7,55.6,38.7,25.4,1.5,0,0,17.404,1.4,0.9,1229.1,,7.574,1221.6,1225.6,1867.9,56.8,39.6,25.4,1.5,0,0,17.481,1.43,0.92,1256.8
11/8/2022,Juveniles,7D,7,,,27.97,22.63,1,0,0,21.4,1,1968.03,1966.7,7.5682,yes,,21.4,7.415,1764.3,1770.2,1870.1,39.5,57.1,18,1,0,0,17.847,0.99,0.64,1815.1,,7.585,1166.1,1170,1826.6,57,37.8,26,1.5,0,0,17.309,1.44,0.92,1199.7,,7.585,1193.6,1197.6,1869.7,58.3,38.7,26,1.5,0,0,17.39,1.47,0.94,1228
11/18/2022,Juveniles,7.5A ,7.5,,,28.41,22.73,1,0,0,20.8,1,2020.67,1898.55,7.7535,yes,,20.8,7.831,640,642.1,1780.6,96.9,21,43.7,2.5,0,0,14.179,2.43,1.56,657.8,,7.781,727.5,730,1803.9,87.5,23.9,39.5,2.2,0,0,14.939,2.2,1.41,747.8,,7.781,721.2,723.6,1788.1,86.7,23.7,39.5,2.2,0,0,14.907,2.18,1.39,741.3
11/18/2022,Juveniles,7.5B ,7.5,,,28.41,22.88,1,0,0,20.7,1,2015.8,1903.12,7.7386,yes,,20.7,7.805,682.1,684.4,1789.2,91.4,22.5,41.4,2.4,0,0,14.591,2.29,1.47,701,,7.77,747,749.5,1805.2,85,24.6,38.5,2.2,0,0,15.128,2.13,1.36,767.7,,7.77,742.5,745,1794.2,84.5,24.5,38.5,2.2,0,0,15.106,2.12,1.36,763.1
11/18/2022,Juveniles,7.5C ,7.5,,,28.46,22.92,1,0,0,20.7,1,2006.33,1902.82,7.7343,yes,,20.7,7.778,728.1,730.5,1792.8,86.1,24,39.2,2.2,0,0,14.976,2.16,1.38,748.3,,7.766,750.2,752.8,1797.9,84,24.7,38.3,2.1,0,0,15.152,2.11,1.35,771.1,,7.766,748.8,751.3,1794.3,83.8,24.7,38.3,2.1,0,0,15.145,2.1,1.35,769.5
11/18/2022,Juveniles,7.5D,7.5,,,28.43,22.96,1,0,0,20.7,1,2011.06,1896.33,7.7449,yes,,20.7,7.812,669.3,671.6,1781.8,92.4,22,42,2.4,0,0,14.48,2.32,1.48,687.9,,7.777,731,733.5,1797.5,86.1,24.1,39.1,2.2,0,0,15.002,2.16,1.38,751.3,,7.777,726.6,729.1,1786.8,85.6,23.9,39.1,2.2,0,0,14.98,2.15,1.37,746.8
11/18/2022,Juveniles,8A ,8,,,28.31,22.9,1,0,0,20.8,1,2010.89,1860.62,7.8632,yes,,20.8,7.912,516.8,518.5,1730.5,113.2,17,51.1,3,0,0,12.969,2.84,1.82,531.2,,7.894,541.5,543.3,1740.3,109.2,17.8,49.3,2.9,0,0,13.236,2.74,1.75,556.6,,7.894,539.5,541.4,1734.1,108.8,17.7,49.3,2.9,0,0,13.224,2.73,1.75,554.6
11/18/2022,Juveniles,8B ,8,,,28.45,22.77,1,0,0,20.7,1,2014.39,1846.79,7.8884,yes,,20.7,7.956,460.4,462,1708.1,123.5,15.2,55.9,3.3,0,0,12.323,3.1,1.98,473.2,,7.919,507.3,509,1729.4,114.9,16.7,52,3.1,0,0,12.857,2.88,1.84,521.4,,7.919,503.4,505.1,1716.2,114.1,16.6,52,3.1,0,0,12.832,2.86,1.83,517.4
11/18/2022,Juveniles,8C ,8,,,28.28,22.91,1,0,0,20.7,1,2016.57,1851.04,7.8767,yes,,20.7,7.953,465.6,467.1,1713.2,122.5,15.3,55.1,3.3,0,0,12.416,3.08,1.97,478.5,,7.909,521.9,523.7,1738.1,112.5,17.2,50.6,3,0,0,13.052,2.82,1.81,536.4,,7.909,517.3,519,1722.5,111.4,17,50.6,3,0,0,13.022,2.8,1.79,531.6
11/18/2022,Juveniles,8D ,8,,,28.38,22.86,1,0,0,20.7,1,2002.91,1851.48,7.8755,yes,,20.7,7.917,508,509.7,1721.2,113.5,16.7,51.6,3,0,0,12.894,2.85,1.82,522.1,,7.907,520.4,522.1,1726.3,111.5,17.1,50.7,3,0,0,13.03,2.8,1.79,534.8,,7.907,519.4,521.2,1723.1,111.3,17.1,50.7,3,0,0,13.024,2.79,1.79,533.8
11/18/2022,Juveniles,7.0A ,7,,,28.45,22.82,1,0,0,20.6,1,2017.95,1932.53,7.6285,yes,,20.6,7.721,845.8,848.7,1827.9,76.7,27.9,34.8,1.9,0,0,15.856,1.92,1.23,869.2,,7.659,987.5,990.9,1851.1,67.3,32.6,30.6,1.7,0,0,16.667,1.69,1.08,1014.8,,7.659,978.2,981.5,1833.5,66.7,32.3,30.6,1.7,0,0,16.633,1.67,1.07,1005.2
11/18/2022,Juveniles,7.0B ,7,,,28.42,22.93,1,0,0,20.6,1,2017.45,1919.92,7.6792,yes,,20.6,7.76,766,768.6,1811.5,83.1,25.3,37.6,2.1,0,0,15.299,2.08,1.33,787.2,,7.712,865.2,868.1,1831.2,75.2,28.6,34.1,1.9,0,0,15.989,1.89,1.21,889.1,,7.712,858.5,861.4,1817,74.6,28.4,34.1,1.9,0,0,15.961,1.87,1.2,882.2
11/18/2022,Juveniles,7.0C ,7,,,28.43,22.82,1,0,0,20.6,1,2013.81,1927.78,7.6496,yes,,20.6,7.723,838.7,841.6,1823.2,76.9,27.7,34.9,1.9,0,0,15.818,1.93,1.23,861.9,,7.68,934.5,937.6,1839.6,70.3,30.9,31.9,1.7,0,0,16.399,1.76,1.13,960.3,,7.68,928.2,931.4,1827.3,69.8,30.7,31.9,1.7,0,0,16.375,1.75,1.12,953.8
11/18/2022,Juveniles,7.0D ,7,,,28.65,22.89,1,0,0,20.3,1,2010.38,1926.87,7.6529,yes,,20.3,7.717,848.8,851.7,1823.3,75.3,28.2,34.6,1.9,0,0,15.917,1.89,1.21,871.8,,7.689,910.5,913.6,1833.9,71,30.3,32.6,1.7,0,0,16.294,1.78,1.14,935.2,,7.689,906.5,909.6,1826,70.7,30.2,32.6,1.7,0,0,16.278,1.77,1.13,931.1
11/21/2022,Juveniles,7.5A ,7.5,,,28.46,22.73,1,0,0,19,1,2002.72,1902.62,7.7732,yes,,19,7.792,697.9,700.3,1795,83.5,24.1,38.7,2,0,0,15.219,2.09,1.33,715.5,,7.827,637.9,640.1,1779.4,89.8,22,41.6,2.1,0,0,14.682,2.24,1.43,654.1,,7.827,641.8,644,1790.1,90.3,22.2,41.6,2.1,0,0,14.703,2.26,1.44,658
11/21/2022,Juveniles,7.5B ,7.5,,,28.43,22.63,1,0,0,19.1,1,2019.07,1906.52,7.7722,yes,,19.1,7.828,642.9,645.1,1793.5,90.9,22.1,41.7,2.1,0,0,14.686,2.27,1.45,659.2,,7.823,650.1,652.3,1795.5,90.1,22.4,41.3,2.1,0,0,14.754,2.25,1.44,666.6,,7.823,649.6,651.8,1794.2,90,22.4,41.3,2.1,0,0,14.751,2.25,1.43,666.1
11/21/2022,Juveniles,7.5C ,7.5,,,28.48,22.86,1,0,0,19.1,1,2011.62,1906.77,7.7684,yes,,19.1,7.804,679.6,681.9,1797,86.4,23.4,39.9,2,0,0,15.017,2.16,1.38,696.9,,7.823,648.2,650.4,1788.7,89.7,22.3,41.4,2.1,0,0,14.733,2.24,1.43,664.7,,7.823,650.2,652.5,1794.4,90,22.4,41.4,2.1,0,0,14.744,2.25,1.43,666.8
11/21/2022,Juveniles,7.5D,7.5,,,28.42,22.78,1,0,0,18.7,1,2013.57,1909.14,7.7716,yes,,18.7,7.809,671.1,673.4,1799.7,86.1,23.4,39.8,2,0,0,15.07,2.15,1.37,687.8,,7.831,635.5,637.7,1790.1,89.9,22.1,41.5,2.1,0,0,14.742,2.25,1.43,651.4,,7.831,637.9,640.1,1796.7,90.3,22.2,41.5,2.1,0,0,14.755,2.26,1.44,653.8
11/21/2022,Juveniles,8A ,8,,,28.24,22.71,1,0,0,19,1,2003.44,1876.77,7.862,yes,,19,7.875,565.4,567.4,1758.7,98.5,19.5,45.4,2.4,0,0,14.008,2.47,1.57,579.7,,7.917,507.4,509.1,1737.3,107.1,17.5,49.3,2.6,0,0,13.367,2.68,1.71,520.2,,7.917,511.4,513.2,1751.1,108,17.7,49.3,2.6,0,0,13.394,2.7,1.72,524.4
11/21/2022,Juveniles,8B ,8,,,28.44,22.76,1,0,0,19.1,1,2012.83,1877.12,7.865,yes,,19.1,7.895,538,539.9,1754.7,103.9,18.5,47.8,2.5,0,0,13.627,2.6,1.66,551.7,,7.919,505.8,507.5,1742.1,109,17.4,50.1,2.6,0,0,13.265,2.72,1.74,518.7,,7.919,508.1,509.9,1750.1,109.5,17.5,50.1,2.6,0,0,13.281,2.74,1.74,521.1
11/21/2022,Juveniles,8C ,8,,,28.38,22.54,1,0,0,19,1,2016.78,1873.42,7.869,yes,,19,7.918,508,509.8,1747.3,108.5,17.6,49.8,2.6,0,0,13.326,2.71,1.73,520.9,,7.921,504.1,505.8,1745.7,109.2,17.4,50.1,2.6,0,0,13.281,2.73,1.74,516.8,,7.921,504.4,506.1,1746.7,109.3,17.4,50.1,2.6,0,0,13.283,2.73,1.74,517.1
11/21/2022,Juveniles,8D ,8,,,28.43,22.69,1,0,0,18.9,1,2018.66,1879.54,7.847,yes,,18.9,7.907,523.1,524.9,1755.4,106,18.1,48.7,2.5,0,0,13.511,2.65,1.69,536.3,,7.903,529.2,531,1757.7,105.1,18.3,48.3,2.5,0,0,13.579,2.63,1.67,542.5,,7.903,528.7,530.5,1756.2,105,18.3,48.3,2.5,0,0,13.576,2.62,1.67,542
11/21/2022,Juveniles,7.0A ,7,,,28.35,22.74,1,0,0,19.1,1,2010.99,1931.91,7.7011,yes,,19.1,7.723,835.4,838.2,1830.4,72.7,28.8,33.5,1.7,0,0,16.244,1.82,1.16,856.6,,7.753,775.2,777.8,1818.8,77.4,26.7,35.6,1.8,0,0,15.824,1.94,1.23,794.9,,7.753,778.8,781.5,1827.3,77.7,26.8,35.6,1.8,0,0,15.841,1.94,1.24,798.6
11/21/2022,Juveniles,7.0B ,7,,,28.4,22.87,1,0,0,19,1,2004.42,1922.84,7.7157,yes,,19,7.733,812.1,814.9,1821,73.8,28.1,34.2,1.7,0,0,16.109,1.84,1.18,832.6,,7.771,737.4,740,1805.8,79.9,25.5,37,1.9,0,0,15.558,2,1.27,756.1,,7.771,741.9,744.5,1816.8,80.4,25.6,37,1.9,0,0,15.58,2.01,1.28,760.7
11/21/2022,Juveniles,7.0C ,7,,,28.45,23.05,1,0,0,18.9,1,2016.58,1937.63,7.6633,yes,,18.9,7.724,835,837.9,1836,72.7,28.9,33.5,1.7,0,0,16.267,1.82,1.16,856,,7.721,839.6,842.5,1836.9,72.4,29.1,33.4,1.6,0,0,16.298,1.81,1.15,860.8,,7.721,839.4,842.3,1836.2,72.3,29.1,33.4,1.6,0,0,16.296,1.81,1.15,860.5
11/21/2022,Juveniles,7.0D ,7,,,27.58,22.99,1,0,0,18.5,1,2009.3,1929.94,7.6936,yes,,18.5,7.743,798.8,801.5,1829,72.8,28.1,33.1,1.6,0,0,16.368,1.83,1.16,818.5,,7.757,770.2,772.9,1823.5,75,27.1,34.1,1.7,0,0,16.161,1.88,1.2,789.2,,7.757,771.9,774.6,1827.6,75.2,27.2,34.1,1.7,0,0,16.17,1.89,1.2,791
12/2/2022,Juveniles,7.5A ,7.5,,,28.12,22.58,1,0,0,14,1,1997.35,1934.21,7.7259,yes,,14,7.744,774.2,777.1,1840.4,62.7,31.1,30.4,1.1,0,0,17.346,1.56,0.98,789.3,,7.85,593.8,595.9,1801.3,78.4,23.8,37.9,1.4,0,0,15.822,1.95,1.23,605.3,,7.85,603.3,605.5,1830.4,79.6,24.2,37.9,1.4,0,0,15.882,1.98,1.25,615
12/2/2022,Juveniles,7.5B ,7.5,,,28.22,22.23,1,0,0,14,1,2010.11,1931.64,7.7277,yes,,14,7.796,684,686.5,1833.6,70.6,27.4,34.1,1.2,0,0,16.63,1.75,1.1,697.3,,7.847,602,604.2,1813.8,78.5,24.2,37.9,1.4,0,0,15.864,1.95,1.23,613.7,,7.847,606.7,608.9,1828.1,79.2,24.3,37.9,1.4,0,0,15.894,1.97,1.24,618.5
12/2/2022,Juveniles,7.5C ,7.5,,,28.27,22.42,1,0,0,14,1,2001.36,1931.57,7.7267,yes,,14,7.766,734.2,736.9,1836.1,66,29.5,32.1,1.1,0,0,17.023,1.64,1.03,748.5,,7.849,596.4,598.6,1804.8,78.6,23.9,38.1,1.4,0,0,15.804,1.95,1.23,608,,7.849,603.9,606.1,1827.8,79.6,24.2,38.1,1.4,0,0,15.852,1.98,1.24,615.7
12/2/2022,Juveniles,7.5D,7.5,,,28.17,22.46,1,0,0,14,1,1996.05,1932.22,7.7265,yes,,14,7.746,769.7,772.5,1838.3,63,30.9,30.6,1.1,0,0,17.303,1.57,0.99,784.7,,7.849,594.8,597,1800.3,78.2,23.9,37.9,1.4,0,0,15.82,1.94,1.22,606.4,,7.849,604.1,606.3,1828.5,79.5,24.2,37.9,1.4,0,0,15.879,1.97,1.24,615.8
12/2/2022,Juveniles,8A ,8,,,28.22,22.55,1,0,0,14,1,1990.76,1892.86,7.8403,yes,,14,7.863,572.6,574.7,1789.5,80.4,23,39.1,1.4,0,0,15.578,2,1.26,583.8,,7.968,437.7,439.3,1741.5,99.6,17.6,48.3,1.8,0,0,13.903,2.47,1.56,446.3,,7.968,445.7,447.4,1773.6,101.4,17.9,48.3,1.8,0,0,13.967,2.52,1.59,454.4
12/2/2022,Juveniles,8B ,8,,,28.24,22.62,1,0,0,14.1,1,2003.32,1882.11,7.8734,yes,,14.1,7.932,482.6,484.4,1769.2,93.7,19.3,45.2,1.7,0,0,14.456,2.33,1.47,492,,8.001,403.8,405.3,1734.4,107.6,16.2,51.8,2,0,0,13.366,2.67,1.68,411.7,,8.001,409,410.5,1756.8,109,16.4,51.8,2,0,0,13.41,2.71,1.7,417
12/2/2022,Juveniles,8C ,8,,,28.11,22.62,1,0,0,14.1,1,2004.07,1898.28,7.8239,yes,,14.1,7.887,543.2,545.2,1791.5,85.1,21.7,40.9,1.5,0,0,15.231,2.11,1.33,553.9,,7.95,461.5,463.2,1762,96.9,18.5,46.5,1.7,0,0,14.21,2.41,1.52,470.6,,7.95,466.6,468.3,1781.6,98,18.7,46.5,1.7,0,0,14.249,2.44,1.53,475.8
12/2/2022,Juveniles,8D ,8,,,28.13,22.56,1,0,0,14.1,1,1998.11,1900.46,7.8247,yes,,14.1,7.861,578,580.2,1796.9,80.5,23.1,38.9,1.4,0,0,15.621,2,1.26,589.4,,7.95,460.1,461.8,1756.6,96.6,18.4,46.6,1.8,0,0,14.194,2.4,1.51,469.1,,7.95,467.2,468.9,1783.6,98.1,18.7,46.6,1.8,0,0,14.248,2.44,1.54,476.3
12/2/2022,Juveniles,7.0A ,7,,,28.11,22.47,1,0,0,14,1,2003.51,1965.45,7.6409,yes,,14,7.651,977.9,981.5,1874.7,51.5,39.3,25,0.9,0,0,18.331,1.28,0.81,997,,7.76,746.4,749.2,1840.8,65.1,30,31.5,1.1,0,0,17.153,1.62,1.02,761,,7.76,757.8,760.6,1868.9,66.1,30.4,31.5,1.1,0,0,17.211,1.64,1.03,772.6
12/2/2022,Juveniles,7.0B ,7,,,28.24,22.62,1,0,0,14,1,1998.43,1963.39,7.6288,yes,,14,7.638,1005.7,1009.4,1872.9,50.1,40.3,24.4,0.8,0,0,18.381,1.24,0.78,1025.4,,7.75,763.2,766,1839,63.7,30.6,31,1.1,0,0,17.239,1.58,1,778.1,,7.75,775.1,777.9,1867.6,64.7,31.1,31,1.1,0,0,17.299,1.61,1.01,790.2
12/2/2022,Juveniles,7.0C ,7,,,28.22,22.55,1,0,0,14,1,1999.67,1965.1,7.6293,yes,,14,7.636,1010.5,1014.2,1874.6,50,40.5,24.3,0.8,0,0,18.399,1.24,0.78,1030.2,,7.749,764.8,767.6,1840.4,63.6,30.7,30.9,1.1,0,0,17.254,1.58,1,779.7,,7.749,776.7,779.6,1869.3,64.6,31.2,30.9,1.1,0,0,17.314,1.61,1.01,791.9
12/2/2022,Juveniles,7.0D ,7,,,28.15,22.69,1,0,0,14,1,2013.29,1965.26,7.6334,yes,,14,7.688,897.6,900.9,1873.1,56.1,36,27,0.9,0,0,18.013,1.39,0.88,915.1,,7.755,758.6,761.4,1851.3,64.8,30.4,31.2,1.1,0,0,17.221,1.61,1.01,773.4,,7.755,765.9,768.7,1869.1,65.4,30.7,31.2,1.1,0,0,17.258,1.63,1.02,780.8
12/6/2022,Juveniles,7.5A ,7.5,,,28.15,22.66,1,0,0,12.2,1,1996.27,1923.56,7.7181,yes,,12.2,7.804,661.3,663.8,1828.7,66.8,28.1,33,1,0,0,17.002,1.66,1.04,673.1,,7.87,560.8,562.9,1804,76.6,23.8,37.8,1.2,0,0,16.012,1.9,1.19,570.8,,7.87,566.4,568.5,1822.1,77.4,24.1,37.8,1.2,0,0,16.051,1.92,1.2,576.4
12/6/2022,Juveniles,7.5B ,7.5,,,28.05,22.08,1,0,0,12.2,1,2003.31,1917.6,7.7331,yes,,12.2,7.85,592.1,594.3,1818.8,73.6,25.2,36.1,1.2,0,0,16.368,1.83,1.15,602.7,,7.877,553.4,555.4,1808.2,77.9,23.5,38.2,1.2,0,0,15.948,1.93,1.21,563.2,,7.877,555.7,557.7,1815.8,78.2,23.6,38.2,1.2,0,0,15.964,1.94,1.22,565.5
12/6/2022,Juveniles,7.5C ,7.5,,,28.07,22.47,1,0,0,12.2,1,2002.39,1918.4,7.72,yes,,12.2,7.844,600.8,603.1,1820.2,72.7,25.5,35.7,1.1,0,0,16.452,1.8,1.13,611.5,,7.869,564.1,566.2,1810.4,76.6,24,37.6,1.2,0,0,16.064,1.9,1.19,574.2,,7.869,566.3,568.4,1817.4,76.9,24.1,37.6,1.2,0,0,16.079,1.91,1.2,576.4
12/6/2022,Juveniles,7.5D,7.5,,,28.12,22.54,1,0,0,12.2,1,2001.02,1919.8,7.7241,yes,,12.2,7.834,615.5,617.8,1822.4,71.2,26.2,35,1.1,0,0,16.585,1.77,1.11,626.4,,7.874,556,558,1806.7,77.5,23.6,38.1,1.2,0,0,15.961,1.92,1.21,565.9,,7.874,559.4,561.5,1818,78,23.8,38.1,1.2,0,0,15.985,1.93,1.21,569.4
12/6/2022,Juveniles,8A ,8,,,27.91,22.67,1,0,0,12.2,1,1997.55,1881.93,7.8291,yes,,12.2,7.949,459.6,461.3,1772.5,89.8,19.6,43.9,1.4,0,0,14.812,2.23,1.4,467.8,,7.985,419.1,420.7,1755.5,96.6,17.8,47.1,1.6,0,0,14.229,2.4,1.5,426.6,,7.985,421.8,423.3,1766.7,97.3,17.9,47.2,1.6,0,0,14.251,2.41,1.51,429.3
12/6/2022,Juveniles,8B ,8,,,28.09,22.32,1,0,0,12.2,1,2002.14,1877.68,7.8336,yes,,12.2,7.973,432.7,434.3,1764.4,94.9,18.4,46.4,1.5,0,0,14.378,2.35,1.48,440.4,,7.985,420,421.5,1758.7,97.2,17.8,47.5,1.6,0,0,14.19,2.41,1.51,427.4,,7.985,420.8,422.4,1762.4,97.4,17.9,47.5,1.6,0,0,14.198,2.42,1.51,428.3
12/6/2022,Juveniles,8C ,8,,,27.71,22.29,1,0,0,12.2,1,1989.05,1882.84,7.8318,yes,,12.2,7.924,489.6,491.5,1777.5,84.5,20.9,41.3,1.4,0,0,15.281,2.1,1.31,498.4,,7.982,421.3,422.9,1750.7,95.2,17.9,46.4,1.6,0,0,14.324,2.37,1.48,428.8,,7.982,425.6,427.2,1768.5,96.2,18.1,46.4,1.6,0,0,14.36,2.39,1.5,433.2
12/6/2022,Juveniles,8D ,8,,,27.85,22.43,1,0,0,12.2,1,2001.99,1898.36,7.8,yes,,12.2,7.912,506.9,508.8,1793.5,83.3,21.6,40.6,1.3,0,0,15.447,2.07,1.3,515.9,,7.952,458.3,460.1,1775.9,90.3,19.5,44,1.4,0,0,14.804,2.24,1.41,466.5,,7.952,461.4,463.1,1787.8,90.9,19.6,44,1.4,0,0,14.829,2.26,1.42,469.6
12/6/2022,Juveniles,7.0A ,7,,,27.97,22.96,1,0,0,12.3,1,2000.99,1957.05,7.5877,yes,,12.3,7.699,862.3,865.5,1867.1,53.4,36.6,26.3,0.8,0,0,18.311,1.33,0.83,877.7,,7.736,787.4,790.3,1856.1,57.8,33.4,28.4,0.9,0,0,17.927,1.44,0.9,801.5,,7.736,791.3,794.3,1865.4,58.1,33.5,28.4,0.9,0,0,17.947,1.44,0.9,805.5
12/6/2022,Juveniles,7.0B ,7,,,28.01,23.27,1,0,0,12.3,1,2015.11,1996.6,7.6448,yes,,12.3,7.6,1105.8,1109.9,1906.3,43.5,46.9,21.3,0.7,0,0,18.92,1.08,0.68,1125.6,,7.801,675,677.6,1847.7,66.9,28.6,32.6,1,0,0,17.111,1.66,1.04,687.1,,7.801,693.5,696.1,1898.4,68.8,29.4,32.6,1,0,0,17.216,1.71,1.07,705.9
12/6/2022,Juveniles,7.0C ,7,,,27.68,23.23,1,0,0,12.3,1,2000.26,1963.82,7.5733,yes,,12.3,7.673,919.5,922.9,1874.6,50.2,39,24.5,0.8,0,0,18.607,1.25,0.78,935.9,,7.724,812,815,1860.1,56,34.5,27.3,0.9,0,0,18.143,1.39,0.87,826.5,,7.724,817.4,820.5,1872.7,56.4,34.7,27.3,0.9,0,0,18.168,1.4,0.88,832.1
12/6/2022,Juveniles,7.0D ,7,,,28.14,23.27,1,0,0,12.3,1,1999.2,1948.6,7.631,yes,,12.3,7.722,812.6,815.6,1857.8,56.4,34.4,27.8,0.9,0,0,18.023,1.4,0.88,827.1,,7.786,693.5,696.1,1837.2,64.6,29.4,31.8,1,0,0,17.238,1.6,1,705.9,,7.786,699.7,702.3,1853.8,65.2,29.6,31.8,1,0,0,17.274,1.62,1.01,712.2
12/12/2022,Juveniles,7.5A ,7.5,,,27.89,22.99,1,0,0,9.4,1,1970.3,1929.09,7.7038,yes,,9.4,7.732,772.6,775.6,1842.4,50.7,36,25.9,0.7,0,0,18.594,1.25,0.78,784.6,,7.902,506.5,508.5,1786.9,72.7,23.6,37,1,0,0,16.351,1.8,1.12,514.4,,7.902,518.7,520.8,1830.4,74.5,24.2,37.1,1,0,0,16.447,1.84,1.15,526.8
12/12/2022,Juveniles,7.5B ,7.5,,,28.12,23.09,1,0,0,9.5,1,1963.67,1929.94,7.6977,yes,,9.5,7.698,834.8,838.1,1843.8,47.4,38.8,24.5,0.6,0,0,18.771,1.17,0.73,847.9,,7.896,512.1,514.1,1781.4,72.1,23.8,37.1,1,0,0,16.332,1.78,1.11,520.1,,7.896,526.3,528.4,1831.4,74.2,24.4,37.1,1,0,0,16.442,1.83,1.15,534.6
12/12/2022,Juveniles,7.5C ,7.5,,,27.85,23.09,1,0,0,9.4,1,1971.06,1926.26,7.6975,yes,,9.4,7.746,746,748.9,1839.2,52.2,34.8,26.7,0.7,0,0,18.468,1.29,0.81,757.6,,7.897,513.6,515.6,1789.8,71.8,24,36.6,1,0,0,16.449,1.78,1.11,521.5,,7.897,524.5,526.6,1828.4,73.4,24.5,36.6,1,0,0,16.534,1.82,1.13,532.7
12/12/2022,Juveniles,7.5D,7.5,,,28.15,22.96,1,0,0,9.4,1,1964.3,1925.95,7.6997,yes,,9.4,7.718,795.8,798.9,1839.6,49.3,37.1,25.5,0.6,0,0,18.631,1.22,0.76,808.2,,7.897,509.7,511.7,1781.8,72.2,23.7,37.2,1,0,0,16.325,1.79,1.11,517.7,,7.897,522.7,524.7,1827.6,74.1,24.3,37.2,1,0,0,16.426,1.83,1.14,530.8
12/12/2022,Juveniles,8A ,8,,,28.09,23.03,1,0,0,9.4,1,1960.88,1900.76,7.7922,yes,,9.4,7.803,644.6,647.2,1811.8,58.9,30,30.4,0.8,0,0,17.719,1.46,0.91,654.7,,7.995,396.8,398.3,1738.2,88.1,18.5,45.2,1.2,0,0,14.735,2.18,1.36,403,,7.996,408.7,410.3,1790.9,90.8,19,45.2,1.2,0,0,14.848,2.25,1.4,415
12/12/2022,Juveniles,8B ,8,,,27.11,23.19,1,0,0,9.4,1,1970.48,1894.96,7.7984,yes,,9.4,7.872,550.4,552.5,1802.2,67,25.8,33.5,0.9,0,0,17.089,1.67,1.04,558.9,,8.004,393.8,395.4,1749.2,88.1,18.5,43.8,1.2,0,0,14.933,2.19,1.36,400,,8.004,402.1,403.6,1786.1,90,18.8,43.8,1.2,0,0,15.011,2.24,1.39,408.3
12/12/2022,Juveniles,8C ,8,,,27.43,23.23,1,0,0,9.3,1,1966.14,1901.6,7.7766,yes,,9.3,7.829,608.9,611.2,1811.8,61.3,28.6,31,0.8,0,0,17.622,1.52,0.95,618.3,,7.984,412.7,414.3,1753.1,84.6,19.4,42.6,1.2,0,0,15.191,2.1,1.31,419.1,,7.984,422.5,424.2,1795.1,86.7,19.8,42.6,1.2,0,0,15.281,2.15,1.34,429
12/12/2022,Juveniles,8D ,8,,,27.4,23.04,1,0,0,9.3,1,1959.91,1892.04,7.8019,yes,,9.3,7.842,587.5,589.8,1801.7,62.8,27.6,31.9,0.8,0,0,17.433,1.56,0.97,596.6,,8.007,387.4,388.9,1737.1,88.5,18.2,44.6,1.2,0,0,14.795,2.2,1.37,393.4,,8.007,397.4,399,1782.6,90.8,18.7,44.6,1.2,0,0,14.891,2.26,1.4,403.6
12/12/2022,Juveniles,7.0A ,7,,,28,23.13,1,0,0,9.4,1,1959.1,1957.44,7.5892,yes,,9.4,7.571,1133.6,1138,1869,35.6,52.8,18.5,0.5,0,0,19.091,0.88,0.55,1151.1,,7.782,678.3,681,1816.9,56.2,31.6,29,0.7,0,0,18.003,1.39,0.87,688.9,,7.782,697,699.7,1867.2,57.8,32.5,29,0.7,0,0,18.112,1.43,0.89,707.8
12/12/2022,Juveniles,7.0B ,7,,,28,23.14,1,0,0,9.4,1,1964.21,1962.85,7.5798,yes,,9.4,7.57,1139.4,1143.8,1874.1,35.6,53.1,18.4,0.5,0,0,19.096,0.88,0.55,1157,,7.772,697,699.7,1824.7,55.2,32.5,28.4,0.7,0,0,18.131,1.37,0.85,707.8,,7.772,715.3,718.1,1872.9,56.7,33.3,28.4,0.7,0,0,18.235,1.4,0.87,726.4
12/12/2022,Juveniles,7.0C ,7,,,27.98,23.13,1,0,0,9.4,1,1966.76,1959.72,7.5782,yes,,9.4,7.594,1078.8,1083,1871.9,37.5,50.3,19.4,0.5,0,0,19.153,0.93,0.58,1095.5,,7.77,701.3,704,1827.7,55,32.7,28.3,0.7,0,0,18.164,1.36,0.85,712.2,,7.77,717.4,720.2,1870,56.3,33.4,28.3,0.7,0,0,18.255,1.39,0.87,728.6
12/12/2022,Juveniles,7.0D ,7,,,28.12,23.14,1,0,0,9.4,1,1968.17,1957.22,7.5659,yes,,9.4,7.608,1041.6,1045.6,1869.8,38.9,48.5,20.1,0.5,0,0,19.134,0.96,0.6,1057.7,,7.757,723.8,726.6,1832.3,53.7,33.7,27.7,0.7,0,0,18.267,1.33,0.83,735,,7.757,737.8,740.7,1868.1,54.8,34.4,27.7,0.7,0,0,18.344,1.36,0.85,749.3
12/19/2022,Juveniles,7.5A ,7.5,,,27.89,23.19,1,0,0,8.7,1,1984.25,1922.78,7.7111,yes,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.923,489.4,491.4,1823.6,75.8,23.4,38,1,0,0,16.303,1.88,1.17,496.8
